"num" "sf" "shift" "freq" "LM" "MW" "C" "N" "P" "O" "cansmi" "envlab" "ref" "rho_vac" "rho_chcl3" "rho_dmso" "rho_h2o" "rho_tol" "rho_acn" "rho_kt3" "rho_r2s" "delta_vac" "delta_chcl3" "delta_dmso" "delta_h2o" "delta_tol" "delta_acn" "delta_kt3" "delta_r2s" "delta_ens_bol" "delta_ens_min" "delta_ens_max"
"2500" "Lan1-CMP3370" "C15H18ClO3P" 17.95 NA "CDCl3" 312.728381 15 0 1 3 "CCOP(=O)(c1cc(Cl)ccc1C#CC1CC1)OCC" "C1O2O1O1" "Peng, A.-Y., Zhang, X.-Y., Ding, Y.-X.: Heteroatom Chem. 16 (2005) 529." 253.933 252.397 251.815 251.873 253.146 251.858 296.376 327.512 9.5 9.94999999999999 10.363 10.272 9.477 10.326 10.209 15.133 7.67755916993167 -2.32109200000002 10.792711
"2501" "Lan1-CMP3371" "C15H21N4P" 19.47 NA "CDCl3" 288.327801 15 4 1 0 "CN1CCN(C1P(c1nccn1C)c1ccccc1)C" "C1C1C1" "Tang, W., Yu, Z.H., Shi, D.Q.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2024." 297.466 300.988 299.346 299.164 298.426 305.014 345.995 392.776 -34.033 -38.641 -37.168 -37.019 -35.803 -42.83 -39.41 -50.131 -56.0381654404337 -69.60596 -2.99650000000003
"2502" "Lan1-CMP3372" "C15H21IN4P-" -50.3 NA "CH3OH" 415.232271 15 4 1 0 "CN1CCN(C1P(c1nccn1C)c1ccccc1)C.[I-]" "C1C1C1" "Tolmachev, A.A., Yurchenko, A.A., Merculov, A.S., Semenova, M.G., Zarudnitskii, E.V., Ivanov, V.V., Pinchuk, A.M.: Heteroatom Chem. 10 (1999) 585." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2503" "Lan1-CMP3373" "C15H18NOP" 33.4 NA "CDCl3" 259.283281 15 1 1 1 "NCCCP(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "Kawaguchi, S., Nomoto, A., Sonoda, M., Ogawa, A.: Tetrahedron Lett. 50 (2009) 624." 254.073 244.698 241.697 241.702 247.678 241.806 299.979 333.232 9.35999999999999 17.649 20.481 20.443 14.945 20.378 6.60599999999999 9.41299999999995 13.7032371418632 5.80625700000002 16.445916
"2504" "Lan1-CMP3375" "C15H18NO2P" 33.1 NA "CDCl3" 275.282681 15 1 1 2 "OCC(CP(=O)(c1ccccc1)c1ccccc1)N" "O2C1C1C1" "Takeuehi, K., Takeda, T., Fujimoto, T., Yamamoto, I.: Tetrahedron 63 (2007) 5319." 250.761 247.138 244.024 244.032 248.959 243.443 297.065 330.371 12.672 15.209 18.154 18.113 13.664 18.741 9.51999999999998 12.274 20.6578617865121 10.483106 28.754127
"2505" "Lan1-CMP3377" "C15H18NO2P" 33.1 NA "CDCl3" 275.282681 15 1 1 2 "OC[C@@H](CP(=O)(c1ccccc1)c1ccccc1)N" "O2C1C1C1" "Takeuehi, K., Takeda, T., Fujimoto, T., Yamamoto, I.: Tetrahedron 63 (2007) 5319." 246.46 247.221 243.684 243.73 242.514 243.885 293.057 325.457 16.973 15.126 18.494 18.415 20.109 18.299 13.528 17.188 20.8911559173552 10.910806 27.457512
"2506" "Lan1-CMP3379" "C15H18NO5P" 16.7 NA "D2O" 323.280881 15 1 1 5 "CCOP(=O)(C(=C)CN1C(=O)c2c(C1=O)cccc2)OCC" "C1O2O1O1" "Guervenou, J., Gourves, J.-P., Couthon, H., Corbel, B., Sturtz, G., Kervarec, N.: Phosphorus, Sulfur Silicon Relat. Elem. 156 (2000) 107." 260.213 256.514 255.195 255.229 257.774 255.244 301.992 332.308 3.21999999999997 5.83299999999997 6.983 6.91599999999997 4.84899999999999 6.94000000000003 4.59299999999996 10.337 8.28915861345579 2.603971 10.065555
"2507" "Lan1-CMP3381" "C14H16NO7P" -2.4 NA "CDCl3" 341.253101 14 1 1 7 "CCOP(=O)(C(=O)C(N1C(=O)c2c(C1=O)cccc2)C)OCO" "C1O2O1O1" "Ziora, Z., Maly, A., Lejczak, B., Kafarski, P., Holband, J., Wojcik, G.: Heteroatom Chem. 11 (2000) 232." 274.782 273.406 273.198 273.236 273.732 273.18 314.728 344.194 -11.349 -11.059 -11.02 -11.091 -11.109 -10.996 -8.14300000000003 -1.54900000000004 -15.2893982094984 -22.45835 -6.31219600000003
"2508" "Lan1-CMP3383" "C16H19N2OPS" 75 NA "CDCl3" 318.373621 16 2 1 1 "CN1CCOP1(=S)/N=C/1\C=CC=CC1Cc1ccccc1" "N1N1O1S2" "Kabra, V., Sharma, S., Gupta, N., Kumar, A., Meena, P.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2212." 182.606 177.316 176.845 176.876 179.255 176.852 240.509 271.606 80.827 85.031 85.333 85.269 83.368 85.332 66.076 71.039 80.8106906553244 71.860273 85.615281
"2509" "Lan1-CMP3384" "C15H18N3O3P" 11.4 NA "DMSO-d6" 319.295481 15 3 1 3 "CCOP(=O)(c1n[nH]c2c1c1ccc(nc1cc2)C)OCC" "C1O2O1O1" "Muruganantham, R., Namboothiri, I.: J. Org. Chem. 75 (2010) 2197." 264.882 262.332 261.106 261.142 263.179 261.146 306.82 337.164 -1.44900000000001 0.0149999999999864 1.072 1.00299999999999 -0.555999999999983 1.03800000000001 -0.235000000000014 5.48099999999999 0.904586159495007 -3.24487499999998 6.914738
"2510" "Lan1-CMP3385" "C15H22N3P" 64.5 NA "C6D6" 275.329041 15 3 1 0 "CN(c1nc2c(p1N(C)C)cc1c(c2)CCCC1)C" "C1C1N1" "Marchenko, A., Koidan, H., Hurieva, A., Merkulov, A., Pinchuk, A., Yurchenko, A., Rozhenko, A.B., Jones, P.G., Thönnessen, H., Kostyuk, A.: Tetrahedron 67 (2011) 7748." 200.487 201.121 NA 201.422 200.402 201.409 253.291 293.127 62.946 61.226 NA 60.723 62.221 60.775 53.294 49.518 63.4685658652081 63.073355 78.993448
"2511" "Lan1-CMP3386" "C15H18N5OP" 43.64 NA NA 315.310081 15 5 1 1 "CP(=O)(CNc1ncnc2c1cnn2Cc1ccccc1)C" "C1O2C1C1" "Stanoeva, E., Verbanov, S., Alexieva, V., Sergiev, I., Vasileva, V., Rashkova, M., Georgieva, A.: Phosphorus, Sulfur Silicon Relat. Elem. 165 (2000) 117." 242.722 228.923 224.833 224.856 233.346 224.954 290.411 317.855 20.711 33.424 37.345 37.289 29.277 37.23 16.174 24.79 21.140511922476 16.777369 26.618993
"2512" "Lan1-CMP3387" "C15H18N5OP" 25.1 NA "CDCl3" 315.310081 15 5 1 1 "Nc1ccccc1C1=NN(P(=O)(N1)N(C)C)c1ccccc1" "N1N1O2N1" "Smadhi, M., Abderrahim, R.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2229." 265.421 263 262.342 NA 263.614 262.366 311.748 339.008 -1.988 -0.65300000000002 -0.163999999999987 NA -0.990999999999985 -0.18199999999996 -5.16300000000001 3.637 -1.96892922689064 -1.97241700000001 3.88765799999999
"2513" "Lan1-CMP3388" "C15H18N5O3P" 26.44 NA NA 347.308881 15 5 1 3 "COP(=O)(CNc1ncnc2c1cnn2Cc1ccccc1)OC" "C1O2O1O1" "Stanoeva, E., Verbanov, S., Alexieva, V., Sergiev, I., Vasileva, V., Rashkova, M., Georgieva, A.: Phosphorus, Sulfur Silicon Relat. Elem. 165 (2000) 117." 244.476 241.646 240.845 240.879 242.387 240.868 287.284 315.369 18.957 20.701 21.333 21.266 20.236 21.316 19.301 27.276 17.8118643686623 12.523521 22.366093
"2514" "Lan1-CMP3390" "C15H19BrNO5PS" 17.11 NA "CDCl3" 436.257821 15 1 1 5 "CCOC(=O)C1=C(C)N(C(S1)P(=O)(OC)OC)c1ccc(cc1)Br" "C1O2O1O1" "Jangid, R.K., Gupta, N., Bansal, R.K., Hopffgarten, M. von, Frenking, G.: Tetrahedron Lett. 52 (2011) 172." 257.156 253.857 252.762 252.801 255.022 252.77 300.44 328.941 6.27699999999999 8.48999999999998 9.416 9.34399999999999 7.601 9.41400000000002 6.14499999999998 13.704 9.22161441665494 3.67780799999997 9.89336299999999
"2515" "Lan1-CMP3391" "C15H19BrN3O4PS" 19.75 NA "CDCl3" 448.271821 15 3 1 4 "CCOP(=O)([C@@H](c1ccc(cc1)Br)NC(=O)c1snnc1C)OCC" "C1O2O1O1" "Tang, W., Yu, Z.H., Shi, D.Q.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2024." 261.232 257.352 255.926 255.942 258.508 255.971 303.678 332.815 2.20099999999996 4.995 6.25200000000001 6.20299999999997 4.11500000000001 6.21300000000002 2.90699999999998 9.82999999999998 16.200637206248 15.527561 19.930315
"2516" "Lan1-CMP3392" "C15H19ClNO5PS" 17.13 NA "CDCl3" 391.806821 15 1 1 5 "CCOC(=O)C1=C(C)N(C(S1)P(=O)(OC)OC)c1ccc(cc1)Cl" "C1O2O1O1" "Jangid, R.K., Gupta, N., Bansal, R.K., Hopffgarten, M. von, Frenking, G.: Tetrahedron Lett. 52 (2011) 172." 255.296 252.705 251.818 251.819 253.532 251.832 299.282 327.136 8.137 9.64199999999997 10.36 10.326 9.09099999999998 10.352 7.303 15.509 6.61660668527716 -5.37384200000002 14.00709
"2517" "Lan1-CMP3393" "C15H19ClN3O4PS" 17.52 NA "CDCl3" 403.820821 15 3 1 4 "CCOP(=O)(C(c1ccccc1Cl)NC(=O)c1snnc1C)OCC" "C1O2O1O1" "Tang, W., Yu, Z.H., Shi, D.Q.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2024." 253.773 253.367 253.365 253.42 253.469 253.342 297.255 326.099 9.66 8.97999999999999 8.81299999999999 8.72499999999999 9.154 8.84200000000001 9.32999999999998 16.546 16.4989529444875 10.182629 18.471887
"2518" "Lan1-CMP3394" "C15H19ClN3O4PS" 19.47 NA "CDCl3" 403.820821 15 3 1 4 "CCOP(=O)([C@H](c1ccc(cc1)Cl)NC(=O)c1snnc1C)OCC" "C1O2O1O1" "Tang, W., Yu, Z.H., Shi, D.Q.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2024." 246.849 246.773 246.658 246.681 246.945 246.666 289.875 318.104 16.584 15.574 15.52 15.464 15.678 15.518 16.71 24.541 16.6298963815763 15.162356 20.1515
"2519" "Lan1-CMP3395" "C15H19N2O3P" 10.51 NA "D2O" 306.296721 15 2 1 3 "CCOP(=O)(C(c1ccccn1)NCc1ccccc1)O" "C1O2O1O1" "Boduszek, B., Halama, A., Lataka, R.: Phosphorus, Sulfur Silicon Relat. Elem. 158 (2000) 141." 254.097 246.577 243.981 243.991 249.151 244.072 297.145 326.017 9.33599999999998 15.77 18.197 18.154 13.472 18.112 9.44 16.628 17.1749360586275 10.324546 20.679861
"2520" "Lan1-CMP3396" "C15H19N2O3P" 11.65 NA "D2O" 306.296721 15 2 1 3 "CCOP(=O)(C(c1cccnc1)NCc1ccccc1)O" "C1O2O1O1" "Boduszek, B., Halama, A., Lataka, R.: Phosphorus, Sulfur Silicon Relat. Elem. 158 (2000) 141." 243.021 241.032 NA 240.079 241.57 240.032 286.382 314.946 20.412 21.315 NA 22.066 21.053 22.152 20.203 27.699 15.8288838107058 9.969795 19.347306
"2521" "Lan1-CMP3397" "C15H19N2O3P" 8.11 NA "D2O" 306.296721 15 2 1 3 "CCOP(=O)(C(c1ccncc1)NCc1ccccc1)O" "C1O2O1O1" "Boduszek, B., Halama, A., Lataka, R.: Phosphorus, Sulfur Silicon Relat. Elem. 158 (2000) 141." 245.758 243.077 241.925 241.967 243.946 241.961 289.518 317.878 17.675 19.27 20.253 20.178 18.677 20.223 17.067 24.767 16.7479907391783 10.354518 22.215612
"2522" "Lan1-CMP3399" "C15H19N2O4PS" 26.8 NA "DMSO-d6" 354.361121 15 2 1 4 "CCOP(=O)(C(c1sc(c(c1C)C#N)N)c1cocc1)OCC" "C1O2O1O1" "Gaied, L.B., Touil, S., Zantour, H.: Phosphorus, Sulfur Silicon Relat. Elem. 181 (2006) 601." NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2523" "Lan1-CMP3400" "C15H19N2O4PS" 30.7 NA "DMSO-d6" 354.361121 15 2 1 4 "COP(=O)(C(c1sc(c(c1C)C(=O)N)N)c1ccccc1)OC" "C1O2O1O1" "Gaied, L.B., Touil, S., Zantour, H.: Phosphorus, Sulfur Silicon Relat. Elem. 181 (2006) 601." 245.94 241.769 240.496 240.525 243.065 240.545 289.051 317.361 17.493 20.578 21.682 21.62 19.558 21.639 17.534 25.284 21.1405748854908 12.698223 22.566089
"2524" "Lan1-CMP3401" "C15H19N2O5P" 22.8 NA "CDCl3" 338.295521 15 2 1 5 "CCOP(=O)(C(c1ccc(c(c1)OC)O)C(C#N)C#N)OCC" "C1O2O1O1" "Mahran, M.R.T., Hafez, T.S., Henary, M.M.: Phosphorus, Sulfur Silicon Relat. Elem. 139 (1998) 13." 255.178 253.31 247.379 247.321 254.241 247.494 298.232 327.794 8.255 9.03699999999998 14.799 14.824 8.38199999999998 14.69 8.35299999999995 14.851 15.2427778341935 9.76281 17.575893
"2525" "Lan1-CMP3403" "C15H19N2O6P" 11.47 NA "DMSO-d6" 354.294921 15 2 1 6 "CCOP(=O)(c1n[nH]c(c1c1ccc2c(c1)OCO2)CO)OCC" "C1O2O1O1" "Muruganantham, R., Namboothiri, I.: J. Org. Chem. 75 (2010) 2197." 270.087 262.561 259.634 259.617 265.061 259.734 312.179 341.895 -6.654 -0.213999999999999 2.54399999999998 2.52799999999996 -2.43799999999999 2.45000000000005 -5.59399999999999 0.75 2.65444771147475 -4.35089399999998 5.773551
"2526" "Lan1-CMP3404" "C15H19N4O6PS" 20.81 NA "CDCl3" 414.373321 15 4 1 6 "CCOP(=O)(C(c1ccc(cc1)[N+](=O)[O-])NC(=O)c1snnc1C)OCC" "C1O2O1O1" "Tang, W., Yu, Z.H., Shi, D.Q.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2024." 251.934 251.418 251.112 251.108 251.602 251.111 294.576 323.676 11.499 10.929 11.066 11.037 11.021 11.073 12.009 18.969 17.8168124318705 13.610321 19.159431
"2527" "Lan1-CMP3405" "C15H19O3PS" 32.9 NA "CDCl3" 310.348321 15 0 1 3 "COP1(=O)C=C(C2(O1)CCCCC2)Sc1ccccc1" "C1O1O1O2" "Enchev, D.D.: Heteroatom Chem. 16 (2005) 156." 238.169 232.43 230.764 230.794 234.183 230.822 282.074 311.484 25.264 29.917 31.414 31.351 28.44 31.362 24.511 31.161 24.8837937768033 17.888284 25.630404
"2528" "Lan1-CMP3406" "C15H19O3PSe" 31.9 NA "CDCl3" 357.243321 15 0 1 3 "COP1(=O)C=C(C2(O1)CCCCC2)[Se]c1ccccc1" "C1O1O1O2" "Enchev, D.D.: Heteroatom Chem. 16 (2005) 156." 239.781 234.067 232.408 232.436 235.833 232.468 283.64 312.841 23.652 28.28 29.77 29.709 26.79 29.716 22.945 29.804 23.1203308395534 14.083317 23.884293
"2529" "Lan1-CMP3407" "C15H19O4P" 21.7 NA "CDCl3" 294.282721 15 0 1 4 "CCOP(=O)(C(c1cccc2c1cccc2)O)OCC" "C1O2O1O1" "Nakanishi, K., Kotani, S., Sugiura, M., Nakajima, M.: Tetrahedron 64 (2008) 6415." 256.445 252.938 251.338 251.36 254.515 251.396 299.467 328.597 6.988 9.40899999999999 10.84 10.785 8.108 10.788 7.11799999999999 14.048 24.6746819240756 15.603669 27.061667
"2530" "Lan1-CMP3408" "C15H19O4P" 21.4 NA "CDCl3" 294.282721 15 0 1 4 "CCOP(=O)(C(c1ccc2c(c1)cccc2)O)OCC" "C1O2O1O1" "Nakanishi, K., Kotani, S., Sugiura, M., Nakajima, M.: Tetrahedron 64 (2008) 6415." 246.756 245.372 244.889 244.913 245.837 244.907 289.416 318.288 16.677 16.975 17.289 17.232 16.786 17.277 17.169 24.357 21.7338052100308 14.465319 24.011301
"2531" "Lan1-CMP3411" "C15H19O7P" 13.39 NA "CDCl3" 342.280921 15 0 1 7 "CCOP(=O)(c1cc2c(OC)cc(cc2oc1=O)OC)OCC" "C1O2O1O1" "Janecki, T., Albrecht, A., Koszuk, J.E., Modranka, J., Slowak, D.: Tetrahedron Lett. 51 (2010) 2274." 255.97 253.22 252.052 252.039 254.176 252.094 298.094 328.681 7.46299999999999 9.12699999999998 10.126 10.106 8.447 10.09 8.49099999999999 13.964 1.94313403219815 -3.85827699999999 7.14605899999998
"2532" "Lan1-CMP3412" "C15H19O7P" -16.2 NA NA 342.280921 15 0 1 7 "C[C@H]1O[P@](=O)(O[C@H]2[C@@H]1O[C@H]1[C@@H]2OC(O1)(C)C)Oc1ccccc1" "O1O1O1O2" "Sartillo-Piscil, F., Cruz, S., Sanchez, M., Hopfl, H., Parrodi, C.A. de, Quintero, L.: Tetrahedron 59 (2003) 4077." 281.124 277.979 276.483 276.436 278.938 276.533 321.014 349.707 -17.691 -15.632 -14.305 -14.291 -16.315 -14.349 -14.429 -7.06200000000001 -29.4467600297599 -32.884367 -17.853628
"2533" "Lan1-CMP3413" "C15H19O7P" -15 NA NA 342.280921 15 0 1 7 "C[C@H]1O[P@@](=O)(O[C@H]2[C@@H]1O[C@H]1[C@@H]2OC(O1)(C)C)Oc1ccccc1" "O1O1O1O2" "Sartillo-Piscil, F., Cruz, S., Sanchez, M., Hopfl, H., Parrodi, C.A. de, Quintero, L.: Tetrahedron 59 (2003) 4077." 281.991 277.135 277.512 277.3 279.77 278.41 321.848 350.412 -18.558 -14.788 -15.334 -15.155 -17.147 -16.226 -15.263 -7.767 -31.7703827085614 -33.974804 -27.545123
"2534" "Lan1-CMP3414" "C15H19O7P" -15.5 NA NA 342.280921 15 0 1 7 "C[C@@H]1O[P@](=O)(O[C@H]2[C@@H]1O[C@H]1[C@@H]2OC(O1)(C)C)Oc1ccccc1" "O1O1O1O2" "Sartillo-Piscil, F., Cruz, S., Sanchez, M., Hopfl, H., Parrodi, C.A. de, Quintero, L.: Tetrahedron 59 (2003) 4077." 283.549 279.625 278.423 278.44 280.696 278.521 323.602 352.053 -20.116 -17.278 -16.245 -16.295 -18.073 -16.337 -17.017 -9.40800000000002 -24.6507822283404 -27.010531 -18.99734
"2535" "Lan1-CMP3415" "C15H19O7P" -12.6 NA NA 342.280921 15 0 1 7 "C[C@@H]1O[P@](=O)(O[C@H]2[C@@H]1O[C@H]1[C@@H]2OC(O1)(C)C)Oc1ccccc1" "O1O1O1O2" "Sartillo-Piscil, F., Cruz, S., Sanchez, M., Hopfl, H., Parrodi, C.A. de, Quintero, L.: Tetrahedron 59 (2003) 4077." 284.564 282.85 281.495 281.508 284.402 281.544 325.245 353.24 -21.131 -20.503 -19.317 -19.363 -21.779 -19.36 -18.66 -10.595 -26.9664078669058 -28.959666 -18.936726
"2536" "Lan1-CMP3416" "C15H20BOP" 20.5 NA "C6D6" 258.103461 15 0 1 1 "COc1ccccc1[P+](c1ccccc1)(CC)[BH3-]" "C1C1C1B1" "Mattiza, J., Albert, D., Stankevic, M., Dziuba, K., Szmigielska, A., Pietrusiewicz, K.M., Duddeck, H.: Tetrahedron Asymm. 17 (2006) 2689." 237.59 240.309 241.783 241.772 239.009 241.727 289.131 326.463 25.843 22.038 20.395 20.373 23.614 20.457 17.454 16.182 NA NA NA
"2537" "Lan1-CMP3418" "C15H20ClN2OP" 35.55 NA "CDCl3" 310.758861 15 2 1 1 "C=CCC(P1(=O)N(CC2N1CCC2)c1ccccc1)Cl" "N1N1O2C1" "Yuan, C., Li, S., Wang, G.: Heteroatom Chem. 11 (2000) 528." 263.078 255.483 253.032 253.003 258.107 253.122 310.541 338.66 0.355000000000018 6.86399999999998 9.14599999999999 9.142 4.51599999999996 9.06200000000001 -3.95600000000002 3.98499999999996 8.4877998926165 0.218261999999982 14.772546
"2538" "Lan1-CMP3420" "C15H20ClN2O3PS" 62.2 NA "CDCl3" 374.822661 15 2 1 3 "CCOP(=S)(N1CCN/C/1=C\C(=O)c1ccc(cc1)Cl)OCC" "N1S2O1O1" "Li, Z.-J., Ren, Z.-X., Huang, Z.-T.: Heteroatom Chem. 10 (1999) 297." 195.911 193.135 192.737 192.76 193.839 192.746 251.277 283.075 67.522 69.212 69.441 69.385 68.784 69.438 55.308 59.57 68.7914302131913 66.163378 71.662944
"2539" "Lan1-CMP3421" "C15H20ClO4P" 21.498 NA "CDCl3" 330.743661 15 0 1 4 "CCOP(=O)(C(/C=C/C=C/c1ccc(cc1)Cl)O)OCC" "C1O2O1O1" "Shi, D.-Q., Chen, R.-Y., Huang, G.-Q.: Heteroatom Chem. 11 (2000) 303." 248.249 247.014 246.619 246.662 247.427 246.632 291.047 319.528 15.184 15.333 15.559 15.483 15.196 15.552 15.538 23.117 20.3563098079367 11.912403 21.227139
"2540" "Lan1-CMP3422" "C15H20ClO4P" 21.591 NA "CDCl3" 330.743661 15 0 1 4 "CCOP(=O)(C(/C=C/C=C/c1ccccc1Cl)O)OCC" "C1O2O1O1" "Shi, D.-Q., Chen, R.-Y., Huang, G.-Q.: Heteroatom Chem. 11 (2000) 303." 243.986 244.326 244.021 244.025 244.655 244.037 286.714 315.44 19.447 18.021 18.157 18.12 17.968 18.147 19.871 27.205 19.1955808219982 11.229247 20.71581
"2541" "Lan1-CMP3424" "C15H20Cl2N3O2P" 6.72 NA "DMSO-d6" 376.217961 15 3 1 2 "Clc1ccc(c(c1)Cl)C(=O)NP(=O)(N1CCCC1)N1CCCC1" "N1O2N1N1" "Gholivand, K., Oroujzadeh, N., Shariatinia, Z.: Heteroatom Chem. 21 (2010) 168." 275.695 271.06 273.163 273.201 272.273 273.315 321.019 348.973 -12.262 -8.71300000000002 -10.985 -11.056 -9.65000000000003 -11.131 -14.434 -6.32800000000003 -5.00221797369753 -16.89216 -0.685576000000026
"2542" "Lan1-CMP3425" "C15H20Cl2N3O4P" 8.9 NA "DMSO-d6" 408.216761 15 3 1 4 "Clc1ccc(c(c1)Cl)C(=O)NP(=O)(N1CCOCC1)N1CCOCC1" "N1O2N1N1" "Gholivand, K., Oroujzadeh, N., Shariatinia, Z.: Heteroatom Chem. 21 (2010) 168." 267.523 NA 265.574 266.069 265.365 265.688 312.44 341.178 -4.09000000000003 NA -3.39600000000002 -3.92400000000004 -2.74200000000002 -3.50399999999996 -5.85500000000002 1.46699999999998 NA NA NA
"2543" "Lan1-CMP3426" "C15H20F13N2O2P" -27.2 NA NA 538.284502599999 15 2 1 2 "CCN(P1(OC(=C(O1)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)(N(CC)CC)C(F)(F)F)CC" "O1O1C1N1N1" "Gorg, M., Dieckbreder, U., Schoth, R.-M., Röschenthaler, G.-V., Kadyrov, A.A.: Heteroatom Chem. 9 (1998) 109." 299.008 297.945 297.243 297.219 298.302 297.259 337.715 367.786 -35.575 -35.598 -35.065 -35.074 -35.679 -35.075 -31.13 -25.141 -23.8469777542521 -29.84093 -19.916036
"2544" "Lan1-CMP3429" "C14H19N2O3P" 3.9 NA "D2O" 294.286021 14 2 1 3 "CCCCNC(P(=O)(O)O)c1ccc2c(n1)cccc2" "C1O2O1O1" "Michalska, J., Boduszek, B., Olszewski, T.K.: Heteroatom Chem. 22 (2011) 617." 247.92 242.618 241.248 241.314 243.931 241.296 290.917 319.441 15.513 19.729 20.93 20.831 18.692 20.888 15.668 23.204 18.6569945604712 5.52151700000002 21.062095
"2545" "Lan1-CMP3430" "C15H20NO4P" 20.8 NA "CDCl3" 309.297361 15 1 1 4 "CCOP(=O)(C(c1ccco1)Nc1ccccc1)OCC" "C1O2O1O1" "Qian, C., Huang, T.: J. Org. Chem. 63 (1998) 4125." 254.278 250.639 249.115 249.104 251.919 249.173 297.571 326.459 9.155 11.708 13.063 13.041 10.704 13.011 9.01399999999995 16.186 17.4494771230153 8.55693299999999 20.264855
"2546" "Lan1-CMP3431" "C15H20NO5PS" 17.36 NA "CDCl3" 357.361761 15 1 1 5 "CCOC(=O)C1=C(C)N(C(S1)P(=O)(OC)OC)c1ccccc1" "C1O2O1O1" "Jangid, R.K., Gupta, N., Bansal, R.K., Hopffgarten, M. von, Frenking, G.: Tetrahedron Lett. 52 (2011) 172." 256.371 253.066 252.207 252.261 254.126 252.221 299.576 328.174 7.06200000000001 9.28099999999998 9.971 9.88399999999999 8.49699999999999 9.96300000000002 7.00899999999996 14.471 9.60824916519063 4.05251599999997 10.021234
"2547" "Lan1-CMP3432" "C15H20NO5PS2" 11.8 NA "CDCl3" 389.426761 15 1 1 5 "CCOP(=O)(c1sc(c(c1C)S(=O)(=O)c1ccccc1)N)OCC" "C1O2O1O1" "Said, N., Touil, S., Zantour, H.: Phosphorus, Sulfur Silicon Relat. Elem. 178 (2003) 189." NA 259.283 260.212 260.115 260.288 260.214 304.471 334.854 NA 3.06399999999996 1.96600000000001 2.02999999999997 2.33499999999998 1.97000000000003 2.11399999999998 7.791 3.93232217026201 -5.19219800000002 6.53351299999997
"2548" "Lan1-CMP3433" "C14H19N2O6P" 21.29 NA "CDCl3" 342.284221 14 2 1 6 "CCOP(=O)([C@@H](N(N1C(=O)c2c(C1=O)cccc2)C)O)OCC" "C1O2O1O1" "Barco, A., Benetti, S., Bergamini, P., De Risi, C., Marchetti, P., Pollini, G.P., Zanirato, V.: Tetrahedron Lett. 40 (1999) 7705." 252.133 251.571 252.054 252.071 251.61 252.051 294.99 323.746 11.3 10.776 10.124 10.074 11.013 10.133 11.595 18.899 6.84294133101087 0.958182000000022 9.327913
"2549" "Lan1-CMP3435" "C15H20N3O4PS" 18.76 NA "CDCl3" 369.375761 15 3 1 4 "CCOP(=O)(C(c1ccccc1)NC(=O)c1snnc1C)OCC" "C1O2O1O1" "Tang, W., Yu, Z.H., Shi, D.Q.: Phosphorus, Sulfur Silicon Relat. Elem. 185 (2010) 2024." 244.249 245.137 245.313 245.323 244.897 246.565 287.292 316.278 19.184 17.21 16.865 16.822 17.726 15.619 19.293 26.367 17.3893946034756 11.54466 22.433256
"2550" "Lan1-CMP3436" "C15H20N5P" -43.9 NA "C6D6" 301.326561 15 5 1 0 "CN(c1nc2c(p1c1ncc(n1C)N(C)C)cccc2)C" "C1C1C1" "Marchenko, A., Koidan, H., Hurieva, A., Merkulov, A., Pinchuk, A., Yurchenko, A., Rozhenko, A.B., Jones, P.G., Thönnessen, H., Kostyuk, A.: Tetrahedron 67 (2011) 7748." 291.785 300.036 300.252 300.312 298.192 300.242 342.235 385.578 -28.352 -37.689 -38.074 -38.167 -35.569 -38.058 -35.65 -42.933 -36.7646312110148 -37.625785 -27.653843
"2551" "Lan1-CMP3437" "C15H21ClN3O4P" 10.87 NA "CDCl3" 373.771701 15 3 1 4 "O=C(c1ccc(cc1)Cl)NP(=O)(N1CCOCC1)N1CCOCC1" "N1O2N1N1" "Gholivand, K., Oroujzadeh, N., Shariatinia, Z.: Heteroatom Chem. 21 (2010) 168." 263.28 260.981 259.998 260.15 262.131 259.966 308.664 336.047 0.15300000000002 1.36599999999999 2.18000000000001 1.995 0.492000000000019 2.21800000000002 -2.07900000000001 6.59799999999996 -4.61463419620963 -11.53524 2.33916499999998
"2552" "Lan1-CMP3439" "C15H21F3NO7P" 24.8 NA "CDCl3" 415.2987106 15 1 1 7 "CCOC(=O)C1=C(N)OC(=C(C1P(=O)(OCC)OCC)C(=O)C)C(F)(F)F" "C1O2O1O1" "Gaied, L.B., Zantour, H.: Phosphorus, Sulfur Silicon Relat. Elem. 165 (2000) 17." 251.013 249.703 249.224 249.213 250.244 249.246 294.867 324.062 12.42 12.644 12.954 12.932 12.379 12.938 11.718 18.583 15.2723998332935 11.635969 24.637826
