"num" "sf" "shift" "freq" "LM" "MW" "C" "N" "P" "O" "cansmi" "envlab" "ref" "rho_vac" "rho_chcl3" "rho_dmso" "rho_h2o" "rho_tol" "rho_acn" "rho_kt3" "rho_r2s" "delta_vac" "delta_chcl3" "delta_dmso" "delta_h2o" "delta_tol" "delta_acn" "delta_kt3" "delta_r2s" "delta_ens_bol" "delta_ens_min" "delta_ens_max"
"35707" "NMRexp-31P_CMP21269" "C26H30NO2P" -25.1 "160 MHz" "CDCl3" 419.495661 26 1 1 2 "COc1ccc(cc1)C(=O)N[C@@H](CP(c1ccccc1)c1ccccc1)CC(C)C" "C1C1C1" "10.1002_anie.201203316" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35708" "NMRexp-31P_CMP21270" "C25H26N3O5P" -25 "160 MHz" "CDCl3" 479.464801 25 3 1 5 "CC(C[C@H](CP(c1ccccc1)c1ccccc1)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C" "C1C1C1" "10.1002_anie.201203316" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35709" "NMRexp-31P_CMP21271" "C25H27O2P" 52.17 "162 MHz" "CDCl3" 390.454441 25 0 1 2 "O=C(c1ccccc1c1ccccc1P(=O)(C(C)C)C(C)C)c1ccccc1" "C1O2C1C1" "10.1039_c4qo00005f" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35710" "NMRexp-31P_CMP21272" "C27H31O2P" 54.54 "162 MHz" "CDCl3" 418.507601 27 0 1 2 "O=C(c1ccccc1c1ccccc1P(=O)(C(C)(C)C)C(C)(C)C)c1ccccc1" "C1O2C1C1" "10.1039_c4qo00005f" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35711" "NMRexp-31P_CMP21273" "C31H35O2P" 47.51 "162 MHz" "CDCl3" 470.582161 31 0 1 2 "O=C(c1ccccc1c1ccccc1P(=O)(C1CCCCC1)C1CCCCC1)c1ccccc1" "C1O2C1C1" "10.1039_c4qo00005f" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35712" "NMRexp-31P_CMP21274" "C7H10NO3P" 23.04 "162 MHz" "CD3OD" 187.132961 7 1 1 3 "Nc1ccc(cc1)CP(=O)(O)O" "C1O2O1O1" "10.1002_chem.202203469" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35713" "NMRexp-31P_CMP21275" "C7H10NO3P" 23.01 "162 MHz" "CD3OD" 187.132961 7 1 1 3 "Nc1ccc(cc1)CP(=O)(O)O" "C1O2O1O1" "10.1002_chem.202203469" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35714" "NMRexp-31P_CMP21278" "C28H38NO9P" 29.2 "162 MHz" "CDCl3" 563.576381 28 1 1 9 "COC(=O)C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)CP(=O)(c1ccccc1OC)c1ccccc1OC" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35715" "NMRexp-31P_CMP21280" "C34H38NO7P" 29.11 "162 MHz" "CDCl3" 603.641781 34 1 1 7 "COC(=O)C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)CP(=O)(c1cccc2c1cccc2)c1cccc2c1cccc2" "C1C1C1O2" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35716" "NMRexp-31P_CMP21281" "C20H38NO9P" 27.6 "162 MHz" "CDCl3" 467.490781 20 1 1 9 "COC(=O)C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)CP(=O)(OC(C)C)OC(C)C" "C1O1O1O2" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35717" "NMRexp-31P_CMP21282" "C22H42NO9P" 27.6 "162 MHz" "CDCl3" 495.543941 22 1 1 9 "COC(=O)C(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)CP(=O)(OCC(C)C)OCC(C)C" "C1O1O1O2" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35718" "NMRexp-31P_CMP21283" "C24H22NO6P" 26.91 "162 MHz" "CDCl3" 451.408341 24 1 1 6 "COC(=O)C(CP(=O)(c1ccccc1)c1ccccc1)NC(=O)c1ccccc1C(=O)O" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35719" "NMRexp-31P_CMP21284" "C26H26NO8P" 28.54 "162 MHz" "CD3OD" 511.460301 26 1 1 8 "COC(=O)C(CP(=O)(c1ccccc1OC)c1ccccc1OC)NC(=O)c1ccccc1C(=O)O" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35720" "NMRexp-31P_CMP21286" "C21H24NO5P" 28.57 "162 MHz" "CDCl3" 401.392721 21 1 1 5 "COC(=O)/C(=C/P(=O)(c1ccccc1)c1ccccc1)/NC(=O)OC(C)(C)C" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35721" "NMRexp-31P_CMP21287" "C23H28NO7P" 25.31 "162 MHz" "CDCl3" 461.444681 23 1 1 7 "COC(=O)C(=CP(=O)(c1ccccc1OC)c1ccccc1OC)NC(=O)OC(C)(C)C" "C1C1O2C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35722" "NMRexp-31P_CMP21288" "C23H28NO7P" 28.34 "162 MHz" "CDCl3" 461.444681 23 1 1 7 "COC(=O)/C(=C/P(=O)(c1ccc(cc1)OC)c1ccc(cc1)OC)/NC(=O)OC(C)(C)C" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35723" "NMRexp-31P_CMP21289" "C23H28NO5P" 28.79 "162 MHz" "CDCl3" 429.445881 23 1 1 5 "COC(=O)/C(=C/P(=O)(c1ccc(cc1)C)c1ccc(cc1)C)/NC(=O)OC(C)(C)C" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35724" "NMRexp-31P_CMP21292" "C23H28NO7P" 18.84 "202 MHz" "CDCl3" 461.444681 23 1 1 7 "COC(=O)/C(=C/P(=O)(OCc1ccccc1)OCc1ccccc1)/NC(=O)OC(C)(C)C" "C1O2O1O1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35725" "NMRexp-31P_CMP21293" "C15H28NO7P" 15.54 "202 MHz" "CDCl3" 365.359081 15 1 1 7 "COC(=O)C(=CP(=O)(OC(C)C)OC(C)C)NC(=O)OC(C)(C)C" "C1O2O1O1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35726" "NMRexp-31P_CMP21294" "C17H32NO7P" 17.89 "162 MHz" "CDCl3" 393.412241 17 1 1 7 "COC(=O)/C(=C/P(=O)(OCC(C)C)OCC(C)C)/NC(=O)OC(C)(C)C" "C1O2O1O1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35727" "NMRexp-31P_CMP21296" "C17H24NO6P" 32.64 "162 MHz" "CDCl3" 369.349321 17 1 1 6 "CCOP(=O)(c1ccccc1)/C=C(/C(=O)OC)\NC(=O)OC(C)(C)C" "C1O2O1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35728" "NMRexp-31P_CMP21297" "C30H33N2O6P" 28.8 "162 MHz" "CDCl3" 548.566581 30 2 1 6 "COC(=O)/C(=C\P(=O)(c1ccccc1)c1ccccc1)/NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1" "C1C1C1O2" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35729" "NMRexp-31P_CMP21299" "C28H37N2O8P" 25.86 "162 MHz" "CDCl3" 560.575741 28 2 1 8 "COC(=O)[C@H](C(C)C)NC(=O)C(=CP(=O)(c1ccccc1OC)c1ccccc1OC)NC(=O)OC(C)(C)C" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35730" "NMRexp-31P_CMP21300" "C35H42N3O7P" 28.87 "162 MHz" "CDCl3" 647.697641 35 3 1 7 "COC(=O)/C(=C\P(=O)(c1ccccc1)c1ccccc1)/NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1" "C1O2C1C1" "10.1002_asia.202401244" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35731" "NMRexp-31P_CMP21304" "C17H13F6O3P" 27.21 "162 MHz" "CDCl3" 410.2475002 17 0 1 3 "FC(COP(=O)(C1c2ccccc2-c2c1cccc2)OCC(F)(F)F)(F)F" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35732" "NMRexp-31P_CMP21305" "C25H29F6O3P" 27.81 "162 MHz" "CDCl3" 522.4601402 25 0 1 3 "FC(COP(=O)(C1c2ccc(cc2-c2c1ccc(c2)C(C)(C)C)C(C)(C)C)OCC(F)(F)F)(F)F" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35733" "NMRexp-31P_CMP21306" "C18H15F6O3P" 27.25 "162 MHz" "CDCl3" 424.2740802 18 0 1 3 "Cc1cccc2-c3c([C@H](c12)P(=O)(OCC(F)(F)F)OCC(F)(F)F)cccc3" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35734" "NMRexp-31P_CMP21307" "C25H17F6O3P" 27.24 "162 MHz" "CDCl3" 510.3648602 25 0 1 3 "FC(COP(=O)(C1c2ccc3c(c2-c2c1ccc1c2cccc1)cccc3)OCC(F)(F)F)(F)F" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35735" "NMRexp-31P_CMP21308" "C25H17F6O3P" 27.2 "162 MHz" "CDCl3" 510.3648602 25 0 1 3 "FC(COP(=O)(C1c2c3ccccc3ccc2-c2c1ccc1c2cccc1)OCC(F)(F)F)(F)F" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35736" "NMRexp-31P_CMP21309" "C17H12ClF6O3P" 26.54 "162 MHz" "CDCl3" 444.6925602 17 0 1 3 "Clc1ccc2c(-c3ccccc3[C@H]2P(=O)(OCC(F)(F)F)OCC(F)(F)F)c1" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35737" "NMRexp-31P_CMP21310" "C27H23OP" 34.76 "121 MHz" "CDCl3" 394.444681 27 0 1 1 "Cc1ccc2c(-c3cc(C)ccc3C2P(=O)(c2ccccc2)c2ccccc2)c1" "C1O2C1C1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35738" "NMRexp-31P_CMP21311" "C26H21OP" 33.4 "162 MHz" "CDCl3" 380.418101 26 0 1 1 "Cc1ccc2c(-c3ccccc3[C@H]2P(=O)(c2ccccc2)c2ccccc2)c1" "C1O2C1C1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35739" "NMRexp-31P_CMP21313" "C17H19O3P" 25.35 "121 MHz" "CDCl3" 302.304721 17 0 1 3 "CCOP(=O)(C1c2ccccc2-c2c1cccc2)OCC" "O2O1O1C1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35740" "NMRexp-31P_CMP21314" "C20H19F6O3P" 32.08 "121 MHz" "CDCl3" 452.3272402 20 0 1 3 "Cc1ccc2c(-c3cc(C)ccc3C2(C)P(=O)(OCC(F)(F)F)OCC(F)(F)F)c1" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35741" "NMRexp-31P_CMP21316" "C17H21O4P" 21.59 "121 MHz" "CDCl3" 320.320001 17 0 1 4 "CCOP(=O)(C(c1ccccc1)(c1ccccc1)O)OCC" "C1O2O1O1" "10.1021_acs.orglett.1c02504" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35742" "NMRexp-31P_CMP21317" "C18H24NO5P" 23.07 "162 MHz" "CDCl3" 365.360621 18 1 1 5 "CCOP(=O)(C(c1ccc(cc1)O)Nc1ccc(cc1)OC)OCC" "O1O2O1C1" "10.1021_acs.orglett.9b03160" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35743" "NMRexp-31P_CMP21318" "C25H24NO4P" 17.8 "162 MHz" "CDCl3" 433.436121 25 1 1 4 "CCOP(=O)(/C=C/c1ccc2c(c1n1c(C=O)cc3c1cccc3)cccc2)OCC" "O1O1C1O2" "10.1039_d1sc04687j" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35744" "NMRexp-31P_CMP21319" "C22H18NO2P" 31.2 "162 MHz" "CDCl3" 359.357581 22 1 1 2 "O=c1cc(c2c(n1C)cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35745" "NMRexp-31P_CMP21320" "C23H20NO2P" 29.9 "162 MHz" "CD2Cl2" 373.384161 23 1 1 2 "O=c1n(C)c2ccccc2c(c1C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35746" "NMRexp-31P_CMP21321" "C23H20NO2P" 29.9 "162 MHz" "CD2Cl2" 373.384161 23 1 1 2 "Cc1ccc2c(c1)c(cc(=O)n2C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35747" "NMRexp-31P_CMP21322" "C23H20NO2P" 31.3 "162 MHz" "CDCl3" 373.384161 23 1 1 2 "Cc1ccc2c(c1)n(C)c(=O)cc2P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35748" "NMRexp-31P_CMP21323" "C23H20NO3P" 30.8 "162 MHz" "CDCl3" 389.383561 23 1 1 3 "COc1ccc2c(c1)c(cc(=O)n2C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35749" "NMRexp-31P_CMP21324" "C22H17BrNO2P" 29.9 "162 MHz" "CD2Cl2" 438.253641 22 1 1 2 "Brc1ccc2c(c1)c(cc(=O)n2C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35750" "NMRexp-31P_CMP21325" "C24H20NO4P" 29.2 "162 MHz" "CD2Cl2" 417.393661 24 1 1 4 "COC(=O)c1ccc2c(c1)c(cc(=O)n2C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35751" "NMRexp-31P_CMP21326" "C28H22NO2P" 31.3 "162 MHz" "CDCl3" 435.453541 28 1 1 2 "O=c1cc(c2c(n1Cc1ccccc1)cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35752" "NMRexp-31P_CMP21327" "C29H24NO2P" 31.4 "162 MHz" "CDCl3" 449.480121 29 1 1 2 "Cc1ccccc1Cn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35753" "NMRexp-31P_CMP21328" "C29H24NO3P" 30.1 "162 MHz" "CD2Cl2" 465.479521 29 1 1 3 "COc1cccc(c1)Cn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35754" "NMRexp-31P_CMP21329" "C29H21F3NO2P" 30 "162 MHz" "CD2Cl2" 503.4515106 29 1 1 2 "O=c1cc(c2c(n1Cc1cccc(c1)C(F)(F)F)cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35755" "NMRexp-31P_CMP21330" "C28H21N2O4P" 29.9 "162 MHz" "CD2Cl2" 480.451101 28 2 1 4 "[O-][N+](=O)c1cccc(c1)Cn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35756" "NMRexp-31P_CMP21331" "C28H21ClNO2P" 31.3 "162 MHz" "CDCl3" 469.898601 28 1 1 2 "Clc1ccc(cc1)Cn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35757" "NMRexp-31P_CMP21332" "C29H21N2O2P" 31.3 "162 MHz" "CDCl3" 460.463001 29 2 1 2 "N#Cc1ccc(cc1)Cn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35758" "NMRexp-31P_CMP21333" "C31H26NO4P" 31.3 "162 MHz" "CDCl3" 507.516201 31 1 1 4 "CCOC(=O)c1ccc(cc1)Cn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35759" "NMRexp-31P_CMP21334" "C29H24NO2P" 31.3 "162 MHz" "CDCl3" 449.480121 29 1 1 2 "O=c1cc(c2c(n1CCc1ccccc1)cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35760" "NMRexp-31P_CMP21335" "C28H28NO2P" 31.3 "162 MHz" "CDCl3" 441.501181 28 1 1 2 "O=c1cc(c2c(n1CC1CCCCC1)cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35761" "NMRexp-31P_CMP21336" "C25H24NO2P" 31.3 "162 MHz" "CDCl3" 401.437321 25 1 1 2 "CCCCn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35762" "NMRexp-31P_CMP21337" "C24H20NO2P" 31.3 "162 MHz" "CDCl3" 385.394861 24 1 1 2 "C=CCn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35763" "NMRexp-31P_CMP21338" "C24H19F3NO2P" 31.1 "162 MHz" "CDCl3" 441.3821306 24 1 1 2 "O=c1cc(c2c(n1CCC(F)(F)F)cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35764" "NMRexp-31P_CMP21339" "C29H22NO3P" 30.2 "162 MHz" "CD2Cl2" 463.463641 29 1 1 3 "O=C(c1ccccc1)Cn1c(=O)cc(c2c1cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35765" "NMRexp-31P_CMP21340" "C26H24NO3P" 31.2 "162 MHz" "CDCl3" 429.447421 26 1 1 3 "O=c1cc(c2c(n1CC1CCCO1)cccc2)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35766" "NMRexp-31P_CMP21341" "C24H22NO2P" 31.3 "162 MHz" "CDCl3" 387.410741 24 1 1 2 "Cc1ccc(cc1)P(=O)(c1cc(=O)n(c2c1cccc2)C)c1ccc(cc1)C" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35767" "NMRexp-31P_CMP21342" "C26H26NO2P" 31.8 "162 MHz" "CD2Cl2" 415.463901 26 1 1 2 "Cc1cc(C)cc(c1)P(=O)(c1cc(=O)n(c2c1cccc2)C)c1cc(C)cc(c1)C" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35768" "NMRexp-31P_CMP21343" "C30H22NO2P" 31.4 "162 MHz" "CDCl3" 459.474941 30 1 1 2 "O=c1cc(c2c(n1C)cccc2)P(=O)(c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35769" "NMRexp-31P_CMP21344" "C24H18Cl2NO2P" 28 "162 MHz" "CDCl3" 454.284981 24 1 1 2 "Clc1cccc(c1Cn1ccc(cc1=O)P(=O)(c1ccccc1)c1ccccc1)Cl" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35770" "NMRexp-31P_CMP21345" "C26H24NO2P" 27.9 "162 MHz" "CDCl3" 413.448021 26 1 1 2 "Cc1cc(cc(c1)C)Cn1ccc(cc1=O)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35771" "NMRexp-31P_CMP21346" "C24H19BrNO2P" 27.7 "162 MHz" "CDCl3" 464.290921 24 1 1 2 "Brc1ccc(cc1)Cn1ccc(cc1=O)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35772" "NMRexp-31P_CMP21347" "C25H19N2O2P" 28.1 "162 MHz" "CDCl3" 410.404321 25 2 1 2 "N#Cc1ccc(cc1)Cn1ccc(cc1=O)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35773" "NMRexp-31P_CMP21348" "C25H22NO2P" 28.2 "162 MHz" "CDCl3" 399.421441 25 1 1 2 "Cc1cc(cc(=O)n1Cc1ccccc1)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35774" "NMRexp-31P_CMP21349" "C26H24NO2P" 28 "162 MHz" "CDCl3" 413.448021 26 1 1 2 "Cc1ccc(cc1)P(=O)(c1ccn(c(=O)c1)Cc1ccccc1)c1ccc(cc1)C" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35775" "NMRexp-31P_CMP21350" "C26H24NO4P" 27.6 "162 MHz" "CDCl3" 445.446821 26 1 1 4 "COc1ccc(cc1)P(=O)(c1ccn(c(=O)c1)Cc1ccccc1)c1ccc(cc1)OC" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35776" "NMRexp-31P_CMP21351" "C28H28NO2P" 28.6 "162 MHz" "CDCl3" 441.501181 28 1 1 2 "Cc1cc(C)cc(c1)P(=O)(c1ccn(c(=O)c1)Cc1ccccc1)c1cc(C)cc(c1)C" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35777" "NMRexp-31P_CMP21352" "C32H24NO2P" 27.9 "162 MHz" "CDCl3" 485.512221 32 1 1 2 "O=c1cc(ccn1Cc1ccccc1)P(=O)(c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35778" "NMRexp-31P_CMP21353" "C22H18NO2P" 31.3 "162 MHz" "CD2Cl2" 359.357581 22 1 1 2 "O=c1cc(n(c2c1cccc2)C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35779" "NMRexp-31P_CMP21355" "C23H20NO2P" 33.3 "162 MHz" "CD2Cl2" 373.384161 23 1 1 2 "Cc1ccc2c(c1)c(=O)cc(n2C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35780" "NMRexp-31P_CMP21356" "C23H20NO2P" 31.3 "162 MHz" "CD2Cl2" 373.384161 23 1 1 2 "Cc1ccc2c(c1)n(C)c(cc2=O)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35781" "NMRexp-31P_CMP21357" "C23H20NO3P" 31.3 "162 MHz" "CD2Cl2" 389.383561 23 1 1 3 "COc1ccc2c(c1)c(=O)cc(n2C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"35782" "NMRexp-31P_CMP21358" "C22H17BrNO2P" 31.4 "162 MHz" "CD2Cl2" 438.253641 22 1 1 2 "Brc1ccc2c(c1)c(=O)cc(n2C)P(=O)(c1ccccc1)c1ccccc1" "C1O2C1C1" "10.1039_d3qo01375h" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
